SURNAMES,MALE,FEMALE,
Detillo,Gotwinus,Landa,
Detonnelaere,Gotzon,Landburuga,
Dettori,Gotzstaf,Landerra,
d'Eu,Goubert,Landgarda,
Deutscher,Goumelet,Landrada,
Devael,Gourdet,Langhuie,
Devaluez,Gouththas,Langiva,
Devantier,Gouzlim,Langlaua,
Deverman,Gozbert,Langlif,
Devleeschouwer,Gozelinus,Lanike,
Devogel,Gozolon,Lanthildis,
Devos,Gracien,Lantuuara,
d'Evreux,Gracyen,Laodameia,
Devriendt,Gralam,Laodamia,
Dewaele,Grandoye,Laodice,
Dewalsch,Granville,Laothoe,
Deweert,Gratian,Larraintzar,
Dewees,Grawo,Larraitz,
Dewilde,Grefin,Larrara,
Dewispelaere,Greg,Larrauri,
Dewit,Grege,Larraza,
Dewitte,Gregoras,Lasagain,
Dewulf,Gregorius,Lasarte,
Dey,Gregour,Lasthena,
Deyaert,Grenville,Latona,
Deylaud,Grifo,Latsari,
Deyoe,Grifon,Latxe,
D'Haenens,Grigge,Laua,
Dhamo,Grimald,Laura,
D'hauterive,Grimaldus,Laurana,
d'Helion,Grimbald,Laurente,
Dhenin,Grimbaldus,Laurentia,
d'Hericy,Grimbaud,Laureola,
Dhinnin,Grimbol,Lauretia,
D'Hondt,Grimbold,Lauretta,
D'Hooghe,Grimoald,Lavena,
d'Houdetot,Grimold,Lavin,
Di Biagio,Gringoire,Lavina,
Di Caprio,Gris,Lebdrudis,
Di Centa,Grisigion,Lece,
Di Giovine,Grisigon,Lecelin,
Di Grande,Gryllus,Lecelina,
Di Iasio,Gualter,Lecenta,
Di Livio,Gualterius,Lecia,
Di spina,Gualtier,Lecie,
Di tella,Guarin,Leda,
Di Vittorio,Guarinet,Leddinga,
Diadoni,Guarinus,Lede,
Dibello,Guarnier,Lefchild,
Dibra,Guenes,Leffeda,
Dicharry,Guérart,Leffquen,
Dichio,Gueri,Lefled,
Dida,Guérin,Lefleda,
Didden,Guerinnet,Lefquen,
Diderot,Guermont,Lefquena,
Didier,Guernier,Lefquene,
Didomenico,Guernon,Lefquenn,
Didricks,Guernot,Lefqwen,
Diebus,Gui,Lefwen,
Dieckmann,Guiart,Lefwenna,
Dieing,Guibe,Legarda,
Dielens,Guibert,Legarra,
Dierickx,Guibour,Legendika,
Dierman,Guichard,Legundia,
Diesel,Guido,Leioar,
Dieskau,Guigue,Leire,
Dietou,Guilhabert,Leitz,
Dietsch,Guilhem,Lekaretxe,
Dietz,Guilielm,Lena,
Dietzsch,Guillame,Leocadia,
Diffenderffer,Guillaume,Leofwena,
Digby,Guille,Leogife,
Diliberto,Guillelmus,Leolina,
Diligent,Guillemaque,Leonina,
Dilillo,Guillemet,Leontia,
Dill,Guillemin,Leorin,
Dillhoff,Guillemot,Lerate,
Dimas,Guillot,Lerden,
Dimaske,Guillotin,Letasu,
Dimiceli,Guimar,Lete,
Dimier,Guimart,Letia,
Dimir,Guimer,Letice,
Dimitrakos,Guimond,Leticia,
Dimitriades,Guineboud,Leto,
Dimitris,Guinemant,Letoys,
Dimitrof,Guinemanz,Letselina,
Dimitrov,Guinemar,Lett,
Dimitrova,Guinemat,Lette,
Dimitru,Guiot,Lettice,
Dimov,Guiraud,Lettie,
Dimova,Guiraudet,Letty,
d'Incourt,Guiscard,Letyce,
Dindorf,Guischard,Leucothea,
Dinescu,Gumpert,Leucothoë,
Dinev,Gundehar,Leueiua,
Dini,Gundiok,Leuekin,
Diniz,Gundo,Leuerun,
Diole,Gundoald,Leueua,
Diomede,Gundobad,Leueue,
Diomedes,Gundobald,Leuieua,
Dionisotti,Gunnulf,Leuild,
Dionne,Guntard,Leuiua,
Dircks,Gunter,Leurona,
Dirksdr,Gunteric,Leurun,
Disanti,Gunterius,Leuruna,
Disegno,Gunterus,Leuuich,
Disl,Gunthar,Leveva,
Dispagne,Gunthigis,Lewana,
Distel,Guntmar,Lewen,
Dita,Guntramn,Lewena,
Ditschec,Guntramus,Lexuri,
Ditton,Gunutz,Lezaeta,
Dittrich,Gunzelinus,Lezana,
Dive Beugelin,Gurgos,Lezeta,
Divos,Gurutz,Lia,
d'Ivri,Gusso,Liana,
Doars,Gutthikas,Liaueld,
Dobbelaer,Gutxi,Libourc,
Dobbelaere,Guyat,Licia,
Dobos,Guymar,Lictina,
Dobra,Guyon,Lide,
Dobre,Gwalter,Lidiardis,
Dobrogeanu,Gwatkin,Liecia,
Docquier,Gwychardus,Liedrada,
Doczi,Gwydo,Liefhun,
Dodos,Gy,Lieftet,
Dodrescu,Gyffard,Lientje,
Doepker,Gylaw,Liepmayt,
Döhl,Gylbard,Lierni,
Dohnanyi,Gylbarde,Lieste,
Doillac,Gylbart,Lietgarda,
Dol Hugue,Gylippos,Lietgardis,
Dolagaray,Gylis,Lietuuif,
Doleuze,Gylmyne,Lieuuara,
Dolfini,Gylys,Liffild,
d'Olgeanc,Gyrard,Lifgarda,
D'Olieslager,Gyras,Ligarda,
Dolige,Gyrtias,Lige,
Dolmetsch,Haat,Lili,
Dombi,Hab,Lilura,
Dombrecht,Habbe,Limnoreia,
Domenche,Habbie,Lina,
Domingues,Habbo,Linda,
Dominicus,Habreham,Lindi,
Donadoni,Hacon,Linet,
Donatello,Hacun,Linette,
Donatoni,Hadubrand,Linnet,
Donciuex,Haemon,Linniue,
Donckers,Hagarih,Linota,
Donders,Hagen,Linyeve,
Donelli,Haggith,Linyive,
Donini,Hagias,Liobgytha,
Donis,Hagilo,Liobsynde,
Donizetti,Hagnon,Liodburga,
Donnadieu,Haguin,Liodgard,
Dontas,Haiete,Liodrada,
Donzelli,Haimirich,Lion,
Doorn,Haimmon,Lioness,
Dopfer,Haimo,Lirain,
Dor,Haimona,Lisia,
Dorati,Hairud,Litburh,
d'Orbec,Haitz,Litgardis,
Dore,Hal,Litiardis,
Doreau,Halebran,Liuete,
Doremus,Halinard,Liueua,
Dorer,Halisthertes,Liuilda,
Dorfmeister,Halius,Liuitha,
d'Orglande,Halo,Liuiua,
Doritsch,Haluin,Liutgarde,
Dorn,Ham,Livid,
Dornacher,Hamelen,Livith,
Dorner,Hamelin,Lizarazu,
d'Ornontville,Hameline,Lohitzune,
Doroftei,Hamelot,Loinaz,
d'Orsay,Hamen,Lois,
Dorsile,Hamett,Lootje,
Dorso,Hamilax,Lopene,
Dos Santos,Hamilcar,Lora,
Dost,Hamiscora,Lore,
Dosti,Hamlet,Lorella,
Dostthaller,Hamlin,Lorencete,
Dotchev,Hamlyn,Loreta,
Dotto,Hammond,Lorete,
Douai,Hamnet,Loretta,
Doublet,Hamon,Lorie,
Doucet,Hamond,Lota,
Douie,Hamonet,Louisa,
d'Ouilli,Hampsicora,Louve,
Doull,Hamund,Loverun,
Doumani,Handi,Loza,
Doumen,Hank,Lubias,
Doumer,Hankin,Lubje,
Dounev,Hann,Lubke,
Dourado,Hannes,Lucardis,
Dourthe,Hanni,Luce,
Douwesen,Hannibal,Lucete,
Doxiadis,Hannibalianus,Lucette,
Dozsa,Hanno,Lucey,
Drabbe,Hannon,Luciana,
Drafondre,Hano,Lucie,
Dragomir,Hanot,Lucina,
Drasche,Hanry,Lucque,
Drats,Hans-Ruedi,Lucy,
Drebbel,Hapertus,Luffechild,
Dreekmann,Haquin,Lugardis,
Dreher,Harald,Luilda,
Dreifelds,Haraldus,Luixa,
Drescher,Harber,Lukene,
Dreschler,Harbert,Lumka,
Dreshaj,Harchier,Lumke,
Dret,Harde,Luned,
Dreux,Hardegin,Lunet,
Drexel,Hardi,Lunete,
Droette,Harding,Lur,
Droge,Hardouin,Lutisse,
Drotske,Harduinus,Luuechild,
Drouet,Haribehrt,Lynette,
Droullin,Hariberct,Lyneue,
Druel,Hariman,Lyonnete,
Drum,Harimann,Lype,
Druppers,Haritz,Lyra,
du Bec,Haritzeder,Lyse,
du Bosc-Roard,Hariwald,Lyveva,
du Breuil,Harkaitz,Maarrieta,
du Buisson,Harm,Mab,
du Gouey,Harman,Mabbe,
du Merle,Harmatidas,Mabel,
du Moucel,Harmocydes,Mabell,
du Perche,Harmodios,Mabella,
du Perron,Harmon,Mabet,
du Plat,Haroldus,Mabil,
du Quesnai,Harpagos,Mabila,
du Saussai,Harpalion,Mabile,
du Theil,Harpalos,Mabileite,
du Tilleul,Harpernus,Mabilete,
Duarte,Harpocras,Mabiley,
Duba,Harri,Mabilia,
Dubbeldam,Harry,Mabilie,
Dubernel.,Hartmannus,Mabill,
Dubertret,Hartmudus,Mabilla,
Dubosc,Hartmut,Mabillae,
Dubou,Hartz,Mabillia,
Ducat,Hary,Mabin,
Duccio,Hascouf,Mable,
Duchesneau,Hasdrubal,Mabley,
Duclos,Hats,Mably,
Ducoton,Hauwe,Mabot,
Ducret,Haveron,Mabota,
Ducros,Hawkin,Mabs,
Dudevant,Haymo,Mabyle,
Dudnic,Hebert,Macedonia,
Dudok,Hecataeus,Machtildis,
Duellet,Hecelin,Mactilda,
Duerinckx,Hedlef,Mactildis,
Duèse,Hegesandros,Madelgarde,
Dufaux,Hegesistratos,Madelrada,
Dufay,Hegetoridas,Madge,
Duffet,Hegoi,Madhalberta,
Dufoix,Heibert,Maeonia,
Dufour,Heidolfus,Maera,
Dufourcq,Heimart,Maerwynn,
Dufournet,Heimeri,Mag,
Dufrene,Heimerich,Mage,
Dufresne,Heimon,Magg,
Dugarry,Heine,Magge,
Dugas,Heinricus,Maggie,
Duhamel,Heinz,Maggot,
Duhr,Heirax,Maggote,
Duisenderb,Heiron,Maghenyld,
Duka,Hektor,Maghtild,
Dukakis,Helain,Magot,
Dumarteene,Heldebald,Magota,
Dumas,Heldefredus,Magote,
Dumay,Helenos,Magott,
Dumesnil,Helfricus,Magthildis,
Dumitrescu,Helgaud,Magtildis,
Dümmler,Helgesippos,Magy,
Dumont,Helgot,Mahald,
Dunand,Helicaon,Mahalt,
d'Unepac,Helinand,Mahats,
Dunga,Heliodorus,Mahaud,
Dupasquier,Helios,Mahault,
Duphot,Helisachar,Mahaut,
Dupin,Helladius,Mahenyld,
Duplan,Helle,Maheut,
Dupon,Helmhart,Mahhild,
Dupouey,Helouyn,Mahina,
Dupray,Heloynet,Mahthild,
Duquenoy,Hemarc,Mahthildis,
Duquesne,Hemart,Maia,
Duran,Hemeri,Maialen,
Durand,Hemmet,Maiandria,
Durandal,Hemmo,Maider,
Durante,Hemonnet,Maike,
Duranty,Hendereye,Maiken,
Durerie,Hendry,Mairangi,
Duret,Hene,Mairenni,
Durfee,Henffen,Maisie,
Durieux,Henfrey,Maitagarri,
Durinck,Henko,Maitane,
Durjardin,Hennsmann,Maite,
Durje,Henricus,Maiteder,
Durkheim,Henriet,Maitena,
Durlacher,Henriot,Makatza,
Durot,Henseus,Malasintha,
D'urso,Hephaestos,Malasuintha,
Durufle,Heraclius,Maldea,
Durville,Herakleides,Malen,
Dutari,Herakleitos,Manel,
Duthuit,Heraklides,Maneld,
Dutronc,Heral,Mania,
Dutruel,Herald,Manild,
Duval,Herauso,Manna,
Duvall,Herbelot,Mantzia,
Duvillard,Herbertus,Map,
Duvis,Herbrand,Marabel,
Duvivier,Herchembaut,Marama,
Duyking,Herchier,Margar,
Duzant,Herculles,Margaret,
Dvorzsak,Herebert,Margareta,
Dyckman,Herensuge,Margarete,
Dyel,Hereuuard,Margarett,
Dzaferi,Herewardus,Margarette,
Dziomba,Herewart,Margaria,
Eberharter,Heribehrt,Margarit,
Eberle,Heribert,Margarita,
Ebersole,Heribrand,Margat,
Ebner,Herilo,Margeria,
Eby,Heriot,Margerie,
Eccelino,Hérique,Margerye,
Ecenarro,Herluin,Marget,
Eckener,Herman,Margetta,
Eckert,Hermangild,Margoret,
Eckhaus,Hermannus,Margot,
Eckhel,Hermeias,Margrat,
Eckholdt,Hermenfred,Margreit,
Eckstein,Hermenigild,Margret,
Economakis,Hermenion,Margriet,
Economou,Herment,Margue,
Ecouland,Hermeros,Marguerin,
Edelman,Herminafrid,Marguerite,
Edelmann,Hermippos,Margueritte,
Edema,Hermogenes,Marguerot,
Eder,Hermolaos,Margyt,
Edhino,Hermolycus,Mari,
Edvrch,Hermon,Maria,
Eeckelaert,Hermongenes,Mariaka,
Ega,Hermotimos,Maribella,
Egana,Hernais,Marider,
Egbertse,Hernaudin,Marilena,
Egborts,Hernaut,Mariora,
Egerman,Hernays,Mariorie,
Egerszegi,Hernegliscus,Mariory,
Eggen,Hernouet,Maritxu,
Egger,Hero,Marjer,
Ehle,Herodes,Marjeria,
Ehlers,Herodianus,Marjoria,
Ehlinger,Herodion,Marjorie,
Ehmsperger,Herold,Marjory,
Ehrenburg,Herolt,Markaret,
Ehrnsperger,Heromenes,Markuuara,
Ehuletche,Herould,Marlies,
Eich,Herriot,Maronne,
Eichendorf,Herry,Marozia,
Eichhorn,Hertwicus,Marpessa,
Eichmann,Heruuord,Marquise,
Eick,Herve,Marrory,
Eifert,Herveus,Marsilia,
Eigner,Hervey,Martha,
Eiguren,Hervi,Martie,
Eilts,Herviet,Martine,
Einaudi,Hervisse,Martixa,
Einbund,Hervoet,Martxelie,
Einsidel,Hervouet,Mary,
Einstein,Hervy,Maryell,
Eirich,Hesdin,Masawa,
Eisler,Hétouyn,Masticana,
Elby,Hetzkinus,Matasuntha,
Elejalde,Heude,Mathe,
Eler,Heudebrand,Matheld,
Elers,Heurle,Mathena,
Elezi,Hew,Mathila,
Elgezabal,Hewe,Mathild,
Eliade,Hewelet,Mathildis,
Eliades,Hewelin,Matild,
Elien,Hewerald,Matilde,
Elipandas,Hewet,Matildis,
Elizalde,Hewlett,Matill,
Ella,Heymeri,Matilldis,
Ellinas,Heymon,Matillis,
Elseneer,Hibai,Mattie,
Elsesser,Hibbe,Matty,
Elting,Hibbo,Matxalen,
Eltingh,Hicetaon,Maud,
Emans,Hick,Maude,
Embich,Hicket,Maughtild,
Embil,Hickie,Mauld,
Emden,Hiero,Maura,
Emery,Hieronymus,Mauriana,
Eminescu,Higg,Maut,
Emini,Hildebad,Mautild,
Emory,Hildebald,Mawd,
Emperaire,Hildeberht,Mawde,
Emrich,Hildebold,Mawt,
Enatarriaga,Hildebrand,Maxencia,
Enck,Hildebrandus,Maximina,
Endress,Hildebrant,Maynild,
Endresz,Hildebrondus,Maysant,
Ene,Hildegaud,Maysaunt,
Eneriz,Hildeprand,Mazelina,
Enescu,Hilderic,Meaka,
Engel,Hilderith,Mechtild,
Engels,Hildibrand,Meckil,
Engelsman,Hildigis,Medea,
Engemann,Hilduin,Medesicaste,
Engerrand,Hilfert,Meemte,
Engl,Hilmagis,Meg,
Ennes,Himel,Megaera,
Ennis,Himerius,Megara,
Ensminger,Himi,Megare,
Ensslin,Himilco,Megaris,
Eötvös,Himnerith,Mege,
Eparvier,Hincmar,Megenberta,
Ephrussi,Hinrich,Megendrod,
Epke,Hipparchos,Megenhelda,
Epkese,Hipparinos,Megenlind,
Eppstein,Hippasus,Megenlioba,
Erasmus,Hippias,Megensind,
Erb,Hippocoön,Megensinda,
Erbetto,Hippoklides,Megenuuara,
Erdei,Hippokratides,Megethia,
Erdmann,Hippolytos,Megge,
Ereau,Hippomachos,Meggot,
Ereiwitz,Hippomenes,Megy,
Eremitani,Hippon,Mehenilda,
Erhardt,Hipponax,Meifte,
Erhart,Hipponicus,Meinburg,
Erignac,Hipponous,Meinnelda,
Eriq,Hippotas,Meinsent,
Erk,Hippothous,Meinswindis,
Erlang,Hippotion,Meisent,
Erler,Hique,Meite,
Ermenault,Hiram,Melania,
Ernaut,Hiruz,Melanie,
Erndt,Hisarna,Melantho,
Ernst,Hitch,Meldred,
Erondelle,Hitchcock,Melicent,
Eronilde,Hitz,Melisant,
Erquemboure,Hitzeder,Melisenda,
Errazti,Hlodver,Melisent,
Errea,Hluodohari,Melisentia,
Erregeers,Hluodowig,Melissa,
Errekart,Hnaufridus,Melissent,
Erro,Hob,Melita,
Ersler,Hobard,Melite,
Erstweiler,Hobb,Melodia,
Ertl,Hobbie,Melodie,
Ertze,Hocequin,Melusine,
Eruzione,Hodei,Menborch,
Escarzaga,Hodge,Mendi,
Esch,Hodgkin,Mendia,
Eschelm,Hohepa,Mendiete,
Eschenbach,Hoiples,Mendigaa,
Escoubes,Hokianga,Menelaia,
Escoutou,Holger,Menga,
Escude,Holiver,Mengarde,
Esini,Holo,Menica,
Eskibel,Homeros,Menosa,
Espec,Hone,Mentzia,
Esposito,Honfroi,Meraud,
Esprit,Honoratus,Mere,
Essig,Honoré,Merewen,
Esteney,Honorius,Merewina,
Esterhuysen,Honot,Merget,
Esterl,Hootje,Mergret,
Etcheberry,Hori,Merhild,
Etsels,Hosbertus,Meriall,
Ettenhoffer,Hosebert,Meriel,
Ettinger,Hosmundus,Merilda,
Ettingshausen,Hosmunt,Merope,
Ettmuller,Hotch,Merwenna,
Eturaspe,Hotu,Meryall,
Etxabeguren,Hotys,Meryld,
Etxaurren,Hotz,Methdin,
Etxazarreta,Houdart,Methild,
Etxebarne,Houdéet,Methildis,
Etxebarria,Houdin,Metis,
Etxegarai,Houdoin,Metriche,
Etxeleku,Houdouyn,Metylda,
Etxenike,How,Michaela,
Etxenoz,Howard,Michièle,
Etxeto,Howkin,Mientje,
Eubel,Hraban,Mikele,
Evangelista,Hremfing,Milagros,
Evelyn,Hroch,Milborough,
Eveque,Hrodebert,Milbrer,
Evers,Hrodgar,Milburegh,
Everse,Hrodgaud,Milburew,
Everts,Hrodger,Milburga,
Evertszen,Hrodo,Milburh,
Evigan,Hrodric,Milbury,
Evola,Hrodrich,Milcentia,
Evrard,Hrodulf,Mildthryth,
Ewen,Hrotmar,Milesent,
Ewig,Hrudolf,Milessent,
Ewout,Hruodiger,Milia,
Exel,Hruodland,Milicent,
Eyheralde,Hruodpehrt,Milicenta,
Ezkarra,Huard,Milisandia,
Ezkiaga,Huart,Milisant,
Fabel,Hubard,Milisendis,
Fabre,Hubelet,Milisent,
Fabroni,Hubertus,Milla,
Faby,Hubie,Mille,
Facchini,Huchon,Millesant,
Faceby,Hud,Millesenta,
Fachinetti,Hudd,Milo,
Faerber,Hudde,Milto,
Fagatti,Hue,Mina,
Fagnini,Huebald,Minervina,
Fah,Huelin,Miniain,
Faille,Huet,Minicea,
Faintree,Huffie,Minna,
Fakaj,Hugelin,Minnota,
Falaise,Huget,Mique,
Falatti,Hugethun,Mira,
Falchonelli,Huggett,Mirabell,
Falck,Huggin,Mirabella,
Falcon,Hugh,Mirabelle,
Falconieri,Hughoc,Mirabilis,
Falcoz,Hugi,Mirabillla,
Fallières,Hugin,Mirable,
Fammeree,Hugline,Mirari,
Fangio,Hugo,Mirella,
Fantin,Hugolinus,Miren,
Fantini,Hugon,Mirentxu,
Fantosme,Huguard,Miriald,
Farakos,Hugubehrt,Miriel,
Farbman,Hugubert,Miriela,
Farentino,Hugue,Mirield,
Farinelli,Huguenin,Mirielda,
Farkas,Hugues,Mirielis,
Farmand,Huguet,Miriella,
Farner,Huidelon,Miriild,
Farnese,Huidemar,Mirils,
Farry,Huirangi,Missa,
Fasanaro,Huitace,Mitri,
Fasch,Hulmul,Mitxoleta,
Fasola,Humbert,Moder,
Fasoli,Humfery,Moderte,
Fasquelle,Humfredus,Modesty,
Fass,Humfrey,Moe,
Fassbaender,Humfridus,Mog,
Fassbinder,Humfrye,Mogg,
Fassnacht,Huml,Mogge,
Fatorini,Humph,Mogota,
Fattori,Humpherus,Mohaut,
Fauche,Humphery,Molara,
Fauchlevent,Humphrey,Mold,
Faucon,Humpty,Molde,
Faulhaber,Hunald,Molora,
Fauner,Hunberct,Molpadia,
Faure,Huneric,Molt,
Faust,Hunfray,Monette,
Fausti,Hunfrid,Monima,
Faustmann,Hunfridus,Monime,
Fausto,Hunigild,Monlora,
Fauvel,Hunimund,Montagne,
Favour,Hunout,Moolde,
Favre,Hunulf,Mopp,
Favreau,Hunumund,Moppe,
Fazekas,Huolo,Moschia,
Fazio,Huon,Mott,
Fazliu,Huoul,Motte,
Feake,Hupertus,Moude,
Fébre,Hurko,Moulde,
Fecamp,Hurmio,Moysant,
Fedele,Huroin,Moysent,
Feher,Hurrey,Munia,
Fehrenbacher,Hustaz,Muno,
Fei,Hutch,Munondoa,
Feiersinger,Hutchin,Muntsaratz,
Feijo,Hyakinthos,Murgindueta,
Feimer,Hydatius,Murie,
Feinblatt,Hylas,Muriel,
Feistkorn,Hyllos,Muriele,
Feiter,Hyllus,Muriella,
Feitor,Hypatius,Murienne,
Feitz,Hypeirochus,Murina,
Felbiger,Hypenor,Muruzabal,
Felder,Hyperenor,Muskilda,
Feldhahn,Hyperion,Muskoa,
Felitti,Hypsenor,Muxika,
Felix,Hyrcanus,Mydrede,
Felke,Hyrtacus,Mykale,
Feller,Hyrtius,Mylecent,
Femia,Iacobus,Mylisant,
Fen,Iakchos,Mylla,
Fendler,Iaki,Mylle,
Fenner,Ialmenes,Myrine,
Férat,Iambulus,Nabarne,
Ferdinandus,Iamus,Nabarra,
Ferency,Ianto,Nafarroa,
Ferga,Ianuarius,Nagore,
Fergant,Iasos,Nahikari,
Fernandes,Iatragoras,Naiara,
Fernau,Iatrokles,Nane,
Feroci,Iban,Nantechildis,
Feroulet,Ibanolis,Naroa,
Ferques,Ibar,Natividad,
Ferrara,Ibba,Nausicaa,
Ferrari,Ibon,Nazubal,
Ferrario,Ibykos,Neaera,
Ferraris,Icarion,Negu,
Ferraro,Icarius,Nekane,
Ferraroti,Icarus,Nell,
Ferrero,Idaeus,Nellie,
Ferretti,Idaios,Nelly,
Ferri,Idas,Nemerte,
Ferrier,Idomeneus,Nephele,
Ferrieres,Ieltxu,Nerea,
Ferschtman,Ifebrand,Nereida,
Ferseur,Ignace,Nesaea,
Fersten,Ignatius,Nest,
Fersyeur,Igon,Nesta,
Ferttet,Ihazintu,Ngaio,
Ferzetti,Ihintza,Ngawai,
Fessler,Ihmel,Nicasia,
Festa,Iigo,Nichola,
Fesyeur,Ikatz,Nicholaa,
Fetscher,Iker,Nichole,
Fettas,Ilari,Nicholina,
Fette,Ilazki,Nicia,
Feu,Ilberd,Nicol,
Feuerstein,Ilbert,Nicola,
Fevre,Ilbertus,Nicolaa,
Feydeau,Ildebad,Nicole,
Feynman,Ilioneus,Nicopolis,
Fiacconi,Ilixo,Nidlebis,
Fibonacci,Illart,Niesenn,
Ficher,Illyrius,Nieves,
Fichte,Ilus,Nikaia,
Fichter,Imanol,Nikasepolis,
Fidatov,Imbart,Niko,
Fiere,Imbert,Nikole,
Fierens,Imbertus,Niobe,
Fiermonte,Imbrasus,Niree,
Fiers,Imbrius,Noblete,
Fies,Imbrus,Nog,
Fiesco,Imgelramus,Nogga,
Fiesole,Imninon,Nogge,
Fieveris,Inachos,Nonna,
Figini,Inachus,Nora,
Figo,Inaki,Nordrada,
Figueiredo,Inaros,Norma,
Figuiera,Inautzi,Nunile,
Figura,Indar,Nycaise,
Filareta,Indartsu,Nyra,
Filarete,Inge,Nyree,
Filefo,Ingelram,Nyrie,
Filho,Ingelramnus,Nysa,
Filion,Ingelrandus,Ockje,
Filipescu,Ingelrannus,Oda,
Filipov,Ingeram,Odala,
Fillinger,Ingerame,Odburga,
Fingerlos,Ingraham,Odela,
Finiguerra,Ingram,Odelina,
Fink,Ingramus,Odgiva,
Finkbiner,Ingran,Odguda,
Finocciaro,Ingrannus,Odgudana,
Finucene,Inguma,Odiern,
Fioravanti,Inigo,Odierna,
Fiorelli,Inko,Odierne,
Fiorentino,Inna,Odila,
Fiori,Innocentius,Odile,
Fioroli,Intxixu,Odilia,
Fioupou,Iobates,Odlenda,
Fiquet,Ioco,Odolina,
Firkusny,Iolaos,Odriana,
Fischer,Iollas,Oenone,
Fischetti,Ion,Ogiva,
Fischhauer,Ionnacius,Oianko,
Fischhof,Ionnes,Oiartza,
Fischler,Iordanes,Oibar,
Fisichella,Ioritz,Oihana,
Fissler,Ioseph,Oihane,
Fitipaldi,Iosephius,Oilandoi,
Fitzalan,Iosephus,Oinaze,
Fitzherbert,Iovinus,Oitane,
Fitzhugh,Iovivus,Oitia,
Fitzroy,Ipar,Oka,
Fivet,Iparragirre,Okon,
Flambard,Iphiclus,Olaia,
Flambeau,Iphicrates,Olaiz,
Flaubert,Iphikrates,Olalla,
Flavigny,Iphinous,Olar,
Fleck,Iphitos,Olaria,
Flegmann,Iphitus,Olartia,
Flesch,Ipolitus,Olatz,
Fleury,Ippolitus,Olburgis,
Flicke,Ippollitt,Olga,
Fliegle,Iraitz,Olif,
Fliehman,Iratxo,Oliff,
Flierboom,Iratze,Olimpias,
Floca,Iratzeder,Olite,
Flor,Iraunkor,Oliua,
Florakis,Irenaeus,Olive,
Floray,Irnerius,Olivet,
Florea,Irnfried,Olivia,
Florent,Iros,Ollano,
Florimo,Irrintzi,Olleta,
Florioli,Iruinea,Ollett,
Floris,Irus,Olligtie,
Flory,Isaaces,Oloriz,
Flotard,Isaacius,Olyff,
Fluitsma,Isagoras,Olyffe,
Fo,Isambard,Olympias,
Foa,Isandros,Olyve,
Fobes,Ischenous,Omphale,
Foch,Isembard,Onditz,
Focquet,Isembart,Ondiz,
Födes,Isemberd,Oneka,
Foerster,Isembert,Onintza,
Fofão,Isenbard,Onora,
Fogel,Isenbardus,Opakua,
Foldenyi,Isidor,Optata,
Folena,Isidoros,Orabell,
Folet,Isidorus,Orabella,
Foletier,Ision,Orabilia,
Folha,Ismaros,Orabilis,
Foliot,Ismenios,Orabla,
Fonda,Iso,Orable,
Fones,Isocrates,Orbaiz,
Fonnereau,Isodemos,Ordizia,
Fontanesi,Isokrates,Oreithuia,
Fontang,Isore,Oreithyia,
Fontemai,Isusko,Orella,
Fontenay,Itheus,Orenge,
Fonteyre,Iturri,Orengia,
Fonzarelli,Itxaso,Oreute,
Fonzi,Itylus,Organa,
Fonzio,Itys,Oria,
Foos,Itzaina,Oriabel,
Foray,Itziar,Oriande,
Forcella,Ive,Oriante,
Foree,Ivo,Orieldis,
Foreville,Ivon,Oriholt,
Forgách,Ivone,Oriold,
Forgacs,Ivor,Oriolda,
Forgeard,Ivote,Oriolt,
Forget,Ivvanus,Orithyia,
Forissier,Ixaka,Oriz,
Fornasari,Ixidor,Oro,
Forneris,Ixona,Oroitze,
Forqueray,Izaskun,Ororbia,
Forquest,Izotz,Orose,
Fortichiari,Iztal,Orrao,
Fortini,Jabbe,Orreaga,
Fortunato,Jabbo,Orsina,
Foruria,Jabnit,Orsola,
Foshuer,Jacobo,Orthia,
Fossard,Jacquelin,Orzuri,
Fossati,Jaime,Osabide,
Fostroy,Jaizki,Osakun,
Foubert,Jakelin,Osane,
Foucan,Jakes,Osasune,
Foucault,Jakobe,Osgarda,
Foucher,Jakue,Osgiua,
Foucras,Jal,Osina,
Fougeres,Jangleu,Osith,
Foulon,Janpier,Ositha,
Foulques,Janto,Oskia,
Fouques,Japhet,Osteriz,
Fouquet,Jarto,Osthryd,
Fourier,Jarvis,Ostrogotho,
Fourneaux,Jasce,Ostryd,
Foury,Jasone,Ostrythe,
Foy,Jatsu,Osyth,
Fraenckel,Jaunti,Otberta,
Fraigneau,Jaunzuria,Otgiua,
Framan,Jean,Otgiva,
Frana,Jeff,Otilia,
Francen,Jeffcock,Otonia,
Franchescetti,Jeffery,Otsana,
Francheschini,Jeffroy,Otsanda,
Franchet,Jeffry,Ottavia,
Franchi,Jehan,Ottilia,
Franchitti,Jeharraz,Otzaurte,
Francillon,Jehaue,Our Lady of Begona,
Francioni,Jelde,Ourse,
Franciosa,Jellrich,Oydela,
Franck,Jellste,Pacchild,
Francolini,Jenico,Palatina,
Frangilli,Jep,Pales,
Frangipani,Jeph,Pandonia,
Franke,Jeremi,Pandwyna,
Frankenheimer,Jervis,Panope,
Frankenstein,Jessamy,Panora,
Franquemont,Jevan,Panpoxa,
Frans,Jewell,Pantxike Patxi,
Franse,Jibbe,Pare,
